profile_id,level_id,level_name,yorunge,lt_level,b,theta_start,theta_end,attempts,correct,accuracy,hints_total,hints_per_attempt,time_total_sec,time_per_attempt,mastered,attempts_to_mastery,yas,sayi_hissi,diskalkuli_riski
P13,T13,10'un Arkadaşları,Sayı Bileşimi,6,0.3,-0.98,-0.42,11,1,0.091,14,1.27,238.7,21.7,0,,5,tipik,True
P13,T14,Numbers-in-Numbers,Sayı Bileşimi,9,0.9,-0.98,-0.48,12,4,0.333,10,0.83,290.8,24.2,0,,5,tipik,True
P13,T15,Somut Toplama (≤5),Toplama-Çıkarma,4,-0.5,-0.98,-0.69,12,10,0.833,14,1.17,205.7,17.1,1,12.0,5,tipik,True
P13,T16,Üzerine Sayarak Topl.,Toplama-Çıkarma,7,0.4,-0.98,-0.51,12,5,0.417,14,1.17,274.4,22.9,0,,5,tipik,True
P13,T17,10'a Tamamla,Toplama-Çıkarma,10,1.1,-0.98,-0.4,12,2,0.167,18,1.5,339.6,28.3,0,,5,tipik,True
P14,T01,Birebir Eşleme,Sayma,4,-1.6,-1.15,-0.91,8,7,0.875,7,0.88,117.0,14.6,1,8.0,5,tipik,True
P14,T02,5'e Kadar Sayma,Sayma,5,-1.2,-1.15,-0.77,10,7,0.7,6,0.6,119.3,11.9,1,10.0,5,tipik,True
P14,T03,10'a Kadar Sayma,Sayma,6,-0.8,-1.15,-0.77,10,7,0.7,8,0.8,144.8,14.5,1,10.0,5,tipik,True
P14,T04,Kardinal İlke,Sayma,7,-0.5,-1.15,-0.62,12,7,0.583,12,1.0,202.4,16.9,0,,5,tipik,True
P14,T05,Geri Sayma (10→1),Sayma,9,0.0,-1.15,-0.62,12,7,0.583,16,1.33,254.6,21.2,0,,5,tipik,True
P14,T06,Algısal Sanbil (1-4),Sanbil,5,-0.9,-1.15,-0.62,12,7,0.583,15,1.25,198.4,16.5,0,,5,tipik,True
P14,T07,5'lik Çerçeve,Sanbil,6,-0.4,-1.15,-0.62,12,7,0.583,16,1.33,227.6,19.0,0,,5,tipik,True
P14,T08,Kavramsal Sanbil (10),Sanbil,8,0.2,-1.15,-0.57,12,6,0.5,15,1.25,263.5,22.0,0,,5,tipik,True
P14,T09,Az-Çok-Eşit,Karşılaştırma,7,-0.6,-1.15,-0.6,11,5,0.455,11,1.0,171.3,15.6,1,11.0,5,tipik,True
P14,T10,Sıralama (1-10),Karşılaştırma,12,0.5,-1.15,-0.62,12,7,0.583,16,1.33,295.6,24.6,0,,5,tipik,True
P14,T12,5'in Parça-Bütünü,Sayı Bileşimi,4,-0.7,-1.15,-1.01,4,3,0.75,1,0.25,53.9,13.5,1,4.0,5,tipik,True
P14,T13,10'un Arkadaşları,Sayı Bileşimi,6,0.3,-1.15,-0.43,12,3,0.25,19,1.58,276.9,23.1,0,,5,tipik,True
P14,T14,Numbers-in-Numbers,Sayı Bileşimi,9,0.9,-1.15,-0.43,12,3,0.25,18,1.5,324.4,27.0,0,,5,tipik,True
P14,T15,Somut Toplama (≤5),Toplama-Çıkarma,4,-0.5,-1.15,-0.98,5,4,0.8,5,1.0,91.8,18.4,1,5.0,5,tipik,True
P14,T16,Üzerine Sayarak Topl.,Toplama-Çıkarma,7,0.4,-1.15,-0.53,12,5,0.417,11,0.92,261.6,21.8,0,,5,tipik,True
P14,T17,10'a Tamamla,Toplama-Çıkarma,10,1.1,-1.15,-0.38,12,2,0.167,18,1.5,313.5,26.1,0,,5,tipik,True
P15,T01,Birebir Eşleme,Sayma,4,-1.6,0.76,1.12,5,4,0.8,0,0.0,45.4,9.1,1,5.0,5,ileri,False
P15,T02,5'e Kadar Sayma,Sayma,5,-1.2,0.76,0.91,3,3,1.0,0,0.0,26.6,8.9,1,3.0,5,ileri,False
P15,T03,10'a Kadar Sayma,Sayma,6,-0.8,0.76,1.12,5,4,0.8,1,0.2,42.6,8.5,1,5.0,5,ileri,False
P15,T04,Kardinal İlke,Sayma,7,-0.5,0.76,1.02,5,5,1.0,3,0.6,57.5,11.5,1,5.0,5,ileri,False
P15,T05,Geri Sayma (10→1),Sayma,9,0.0,0.76,0.91,3,3,1.0,2,0.67,35.5,11.8,1,3.0,5,ileri,False
P15,T06,Algısal Sanbil (1-4),Sanbil,5,-0.9,0.76,0.91,3,3,1.0,0,0.0,27.9,9.3,1,3.0,5,ileri,False
P15,T07,5'lik Çerçeve,Sanbil,6,-0.4,0.76,1.32,7,5,0.714,1,0.14,68.4,9.8,1,7.0,5,ileri,False
P15,T08,Kavramsal Sanbil (10),Sanbil,8,0.2,0.76,1.63,11,8,0.727,7,0.64,130.8,11.9,1,11.0,5,ileri,False
P15,T09,Az-Çok-Eşit,Karşılaştırma,7,-0.6,0.76,1.32,7,5,0.714,0,0.0,60.2,8.6,1,7.0,5,ileri,False
P15,T10,Sıralama (1-10),Karşılaştırma,12,0.5,0.76,0.91,3,3,1.0,1,0.33,37.3,12.4,1,3.0,5,ileri,False
P15,T12,5'in Parça-Bütünü,Sayı Bileşimi,4,-0.7,0.76,1.12,5,4,0.8,2,0.4,60.2,12.0,1,5.0,5,ileri,False
P15,T13,10'un Arkadaşları,Sayı Bileşimi,6,0.3,0.76,1.17,6,5,0.833,3,0.5,75.0,12.5,1,6.0,5,ileri,False
P15,T14,Numbers-in-Numbers,Sayı Bileşimi,9,0.9,0.76,1.89,12,7,0.583,5,0.42,134.8,11.2,0,,5,ileri,False
P15,T15,Somut Toplama (≤5),Toplama-Çıkarma,4,-0.5,0.76,1.17,6,5,0.833,5,0.83,72.1,12.0,1,6.0,5,ileri,False
P15,T16,Üzerine Sayarak Topl.,Toplama-Çıkarma,7,0.4,0.76,0.91,3,3,1.0,1,0.33,33.3,11.1,1,3.0,5,ileri,False
P15,T17,10'a Tamamla,Toplama-Çıkarma,10,1.1,0.76,1.99,12,6,0.5,6,0.5,138.9,11.6,0,,5,ileri,False
P16,T01,Birebir Eşleme,Sayma,4,-1.6,1.22,1.44,3,3,1.0,0,0.0,29.5,9.8,1,3.0,5,ileri,False
P16,T02,5'e Kadar Sayma,Sayma,5,-1.2,1.22,1.44,3,3,1.0,0,0.0,33.4,11.1,1,3.0,5,ileri,False
P16,T03,10'a Kadar Sayma,Sayma,6,-0.8,1.22,1.44,3,3,1.0,0,0.0,35.7,11.9,1,3.0,5,ileri,False
P16,T04,Kardinal İlke,Sayma,7,-0.5,1.22,1.44,3,3,1.0,1,0.33,41.3,13.8,1,3.0,5,ileri,False
P16,T05,Geri Sayma (10→1),Sayma,9,0.0,1.22,1.44,3,3,1.0,1,0.33,37.7,12.6,1,3.0,5,ileri,False
P16,T06,Algısal Sanbil (1-4),Sanbil,5,-0.9,1.22,1.44,3,3,1.0,1,0.33,37.6,12.5,1,3.0,5,ileri,False
P16,T07,5'lik Çerçeve,Sanbil,6,-0.4,1.22,1.8,6,5,0.833,1,0.17,58.5,9.8,1,6.0,5,ileri,False
P16,T08,Kavramsal Sanbil (10),Sanbil,8,0.2,1.22,1.65,4,3,0.75,0,0.0,43.5,10.9,1,4.0,5,ileri,False
P16,T09,Az-Çok-Eşit,Karşılaştırma,7,-0.6,1.22,1.44,3,3,1.0,0,0.0,26.0,8.7,1,3.0,5,ileri,False
P16,T10,Sıralama (1-10),Karşılaştırma,12,0.5,1.22,1.94,6,4,0.667,1,0.17,67.3,11.2,1,6.0,5,ileri,False
P16,T12,5'in Parça-Bütünü,Sayı Bileşimi,4,-0.7,1.22,1.44,3,3,1.0,0,0.0,29.7,9.9,1,3.0,5,ileri,False
P16,T13,10'un Arkadaşları,Sayı Bileşimi,6,0.3,1.22,1.44,3,3,1.0,1,0.33,34.8,11.6,1,3.0,5,ileri,False
P16,T14,Numbers-in-Numbers,Sayı Bileşimi,9,0.9,1.22,1.58,5,5,1.0,4,0.8,68.6,13.7,1,5.0,5,ileri,False
P16,T15,Somut Toplama (≤5),Toplama-Çıkarma,4,-0.5,1.22,1.44,3,3,1.0,1,0.33,33.6,11.2,1,3.0,5,ileri,False
P16,T16,Üzerine Sayarak Topl.,Toplama-Çıkarma,7,0.4,1.22,2.01,9,8,0.889,6,0.67,122.6,13.6,1,9.0,5,ileri,False
P16,T17,10'a Tamamla,Toplama-Çıkarma,10,1.1,1.22,1.87,5,3,0.6,4,0.8,59.3,11.9,1,5.0,5,ileri,False
P17,T01,Birebir Eşleme,Sayma,4,-1.6,-0.5,-0.45,3,3,1.0,2,0.67,27.7,9.2,1,3.0,5,ileri,True
P17,T02,5'e Kadar Sayma,Sayma,5,-1.2,-0.5,-0.37,6,5,0.833,6,1.0,77.1,12.8,1,6.0,5,ileri,True
P17,T03,10'a Kadar Sayma,Sayma,6,-0.8,-0.5,-0.44,4,4,1.0,3,0.75,55.0,13.8,1,4.0,5,ileri,True
P17,T04,Kardinal İlke,Sayma,7,-0.5,-0.5,-0.29,9,7,0.778,8,0.89,128.1,14.2,1,9.0,5,ileri,True
P17,T05,Geri Sayma (10→1),Sayma,9,0.0,-0.5,-0.15,12,7,0.583,12,1.0,190.7,15.9,0,,5,ileri,True
P17,T06,Algısal Sanbil (1-4),Sanbil,5,-0.9,-0.5,-0.29,9,7,0.778,7,0.78,120.1,13.3,1,9.0,5,ileri,True
P17,T07,5'lik Çerçeve,Sanbil,6,-0.4,-0.5,-0.36,5,3,0.6,2,0.4,63.4,12.7,1,5.0,5,ileri,True
P17,T08,Kavramsal Sanbil (10),Sanbil,8,0.2,-0.5,-0.12,12,6,0.5,14,1.17,199.9,16.7,0,,5,ileri,True
P17,T09,Az-Çok-Eşit,Karşılaştırma,7,-0.6,-0.5,-0.26,11,9,0.818,11,1.0,153.4,13.9,1,11.0,5,ileri,True
P17,T10,Sıralama (1-10),Karşılaştırma,12,0.5,-0.5,0.01,12,2,0.167,15,1.25,221.6,18.5,0,,5,ileri,True
P17,T12,5'in Parça-Bütünü,Sayı Bileşimi,4,-0.7,-0.5,-0.34,6,4,0.667,6,1.0,75.5,12.6,1,6.0,5,ileri,True
P17,T13,10'un Arkadaşları,Sayı Bileşimi,6,0.3,-0.5,-0.08,12,5,0.417,7,0.58,189.7,15.8,0,,5,ileri,True
P17,T14,Numbers-in-Numbers,Sayı Bileşimi,9,0.9,-0.5,-0.02,12,3,0.25,14,1.17,239.4,19.9,0,,5,ileri,True
P17,T15,Somut Toplama (≤5),Toplama-Çıkarma,4,-0.5,-0.5,-0.34,6,4,0.667,4,0.67,86.3,14.4,1,6.0,5,ileri,True
P17,T16,Üzerine Sayarak Topl.,Toplama-Çıkarma,7,0.4,-0.5,-0.15,12,7,0.583,15,1.25,209.2,17.4,0,,5,ileri,True
P17,T17,10'a Tamamla,Toplama-Çıkarma,10,1.1,-0.5,-0.02,12,3,0.25,16,1.33,266.9,22.2,0,,5,ileri,True
P18,T01,Birebir Eşleme,Sayma,4,-1.6,-0.12,-0.02,3,3,1.0,0,0.0,32.3,10.8,1,3.0,5,ileri,True
P18,T02,5'e Kadar Sayma,Sayma,5,-1.2,-0.12,0.32,9,7,0.778,6,0.67,114.7,12.7,1,9.0,5,ileri,True
P18,T03,10'a Kadar Sayma,Sayma,6,-0.8,-0.12,0.15,6,5,0.833,4,0.67,67.9,11.3,1,6.0,5,ileri,True
P18,T04,Kardinal İlke,Sayma,7,-0.5,-0.12,0.08,4,3,0.75,1,0.25,38.1,9.5,1,4.0,5,ileri,True
P18,T05,Geri Sayma (10→1),Sayma,9,0.0,-0.12,0.69,12,6,0.5,12,1.0,160.9,13.4,0,,5,ileri,True
P18,T06,Algısal Sanbil (1-4),Sanbil,5,-0.9,-0.12,0.12,5,4,0.8,2,0.4,46.2,9.2,1,5.0,5,ileri,True
P18,T07,5'lik Çerçeve,Sanbil,6,-0.4,-0.12,0.05,5,5,1.0,5,1.0,66.4,13.3,1,5.0,5,ileri,True
P18,T08,Kavramsal Sanbil (10),Sanbil,8,0.2,-0.12,0.82,12,4,0.333,7,0.58,145.6,12.1,0,,5,ileri,True
P18,T09,Az-Çok-Eşit,Karşılaştırma,7,-0.6,-0.12,0.38,11,9,0.818,12,1.09,156.0,14.2,1,11.0,5,ileri,True
P18,T10,Sıralama (1-10),Karşılaştırma,12,0.5,-0.12,0.42,12,10,0.833,15,1.25,189.8,15.8,0,,5,ileri,True
P18,T12,5'in Parça-Bütünü,Sayı Bileşimi,4,-0.7,-0.12,0.12,5,4,0.8,2,0.4,51.6,10.3,1,5.0,5,ileri,True
P18,T13,10'un Arkadaşları,Sayı Bileşimi,6,0.3,-0.12,0.32,7,4,0.571,4,0.57,84.2,12.0,1,7.0,5,ileri,True
P18,T14,Numbers-in-Numbers,Sayı Bileşimi,9,0.9,-0.12,0.96,12,2,0.167,13,1.08,195.5,16.3,0,,5,ileri,True
P18,T15,Somut Toplama (≤5),Toplama-Çıkarma,4,-0.5,-0.12,0.22,6,4,0.667,4,0.67,76.2,12.7,1,6.0,5,ileri,True
P18,T16,Üzerine Sayarak Topl.,Toplama-Çıkarma,7,0.4,-0.12,0.75,12,5,0.417,9,0.75,165.4,13.8,0,,5,ileri,True
P18,T17,10'a Tamamla,Toplama-Çıkarma,10,1.1,-0.12,0.69,12,6,0.5,12,1.0,221.1,18.4,0,,5,ileri,True
P19,T01,Birebir Eşleme,Sayma,4,-1.6,-0.65,-0.43,3,3,1.0,1,0.33,33.8,11.3,1,3.0,6,dusuk,False
P19,T02,5'e Kadar Sayma,Sayma,5,-1.2,-0.65,-0.43,3,3,1.0,2,0.67,40.0,13.3,1,3.0,6,dusuk,False
P19,T03,10'a Kadar Sayma,Sayma,6,-0.8,-0.65,0.54,10,7,0.7,6,0.6,116.4,11.6,1,10.0,6,dusuk,False
P19,T04,Kardinal İlke,Sayma,7,-0.5,-0.65,0.76,11,7,0.636,7,0.64,138.3,12.6,1,11.0,6,dusuk,False
P19,T05,Geri Sayma (10→1),Sayma,9,0.0,-0.65,0.91,11,6,0.545,7,0.64,135.9,12.4,1,11.0,6,dusuk,False
P19,T06,Algısal Sanbil (1-4),Sanbil,5,-0.9,-0.65,-0.2,4,3,0.75,2,0.5,49.8,12.4,1,4.0,6,dusuk,False
P19,T07,5'lik Çerçeve,Sanbil,6,-0.4,-0.65,0.76,11,7,0.636,6,0.55,135.4,12.3,1,11.0,6,dusuk,False
P19,T08,Kavramsal Sanbil (10),Sanbil,8,0.2,-0.65,1.28,12,5,0.417,9,0.75,163.4,13.6,0,,6,dusuk,False
P19,T09,Az-Çok-Eşit,Karşılaştırma,7,-0.6,-0.65,0.09,6,4,0.667,7,1.17,82.1,13.7,1,6.0,6,dusuk,False
P19,T10,Sıralama (1-10),Karşılaştırma,12,0.5,-0.65,1.28,12,5,0.417,13,1.08,192.5,16.0,0,,6,dusuk,False
P19,T11,Sayı Doğrusu Konum,Karşılaştırma,15,1.2,-0.65,1.28,12,5,0.417,13,1.08,212.4,17.7,0,,6,dusuk,False
P19,T12,5'in Parça-Bütünü,Sayı Bileşimi,4,-0.7,-0.65,-0.43,3,3,1.0,2,0.67,36.2,12.1,1,3.0,6,dusuk,False
P19,T13,10'un Arkadaşları,Sayı Bileşimi,6,0.3,-0.65,-0.2,4,3,0.75,2,0.5,59.0,14.8,1,4.0,6,dusuk,False
P19,T14,Numbers-in-Numbers,Sayı Bileşimi,9,0.9,-0.65,0.99,12,7,0.583,11,0.92,208.5,17.4,0,,6,dusuk,False
P19,T15,Somut Toplama (≤5),Toplama-Çıkarma,4,-0.5,-0.65,0.84,10,5,0.5,6,0.6,128.3,12.8,1,10.0,6,dusuk,False
P19,T16,Üzerine Sayarak Topl.,Toplama-Çıkarma,7,0.4,-0.65,0.17,7,5,0.714,10,1.43,125.2,17.9,1,7.0,6,dusuk,False
P19,T17,10'a Tamamla,Toplama-Çıkarma,10,1.1,-0.65,0.47,5,0,0.0,4,0.8,95.0,19.0,0,,6,dusuk,False
P19,T18,Onluk Birimleme,Basamak Değeri,16,1.5,-0.65,1.58,12,3,0.25,17,1.42,229.7,19.1,0,,6,dusuk,False
P20,T01,Birebir Eşleme,Sayma,4,-1.6,-0.49,-0.36,3,3,1.0,0,0.0,35.8,11.9,1,3.0,6,dusuk,False
P20,T02,5'e Kadar Sayma,Sayma,5,-1.2,-0.49,-0.36,3,3,1.0,2,0.67,43.5,14.5,1,3.0,6,dusuk,False
P20,T03,10'a Kadar Sayma,Sayma,6,-0.8,-0.49,0.02,8,6,0.75,6,0.75,112.9,14.1,1,8.0,6,dusuk,False
P20,T04,Kardinal İlke,Sayma,7,-0.5,-0.49,0.61,12,5,0.417,4,0.33,127.1,10.6,0,,6,dusuk,False
P20,T05,Geri Sayma (10→1),Sayma,9,0.0,-0.49,0.44,12,7,0.583,7,0.58,156.2,13.0,0,,6,dusuk,False
P20,T06,Algısal Sanbil (1-4),Sanbil,5,-0.9,-0.49,-0.11,7,6,0.857,4,0.57,81.1,11.6,1,7.0,6,dusuk,False
P20,T07,5'lik Çerçeve,Sanbil,6,-0.4,-0.49,-0.36,3,3,1.0,1,0.33,31.9,10.6,1,3.0,6,dusuk,False
P20,T08,Kavramsal Sanbil (10),Sanbil,8,0.2,-0.49,0.53,12,6,0.5,15,1.25,192.2,16.0,0,,6,dusuk,False
P20,T09,Az-Çok-Eşit,Karşılaştırma,7,-0.6,-0.49,-0.36,3,3,1.0,0,0.0,32.3,10.8,1,3.0,6,dusuk,False
P20,T10,Sıralama (1-10),Karşılaştırma,12,0.5,-0.49,0.44,12,7,0.583,14,1.17,212.5,17.7,0,,6,dusuk,False
P20,T11,Sayı Doğrusu Konum,Karşılaştırma,15,1.2,-0.49,0.78,12,3,0.25,14,1.17,241.9,20.2,0,,6,dusuk,False
P20,T12,5'in Parça-Bütünü,Sayı Bileşimi,4,-0.7,-0.49,0.19,12,10,0.833,10,0.83,173.1,14.4,1,12.0,6,dusuk,False
P20,T13,10'un Arkadaşları,Sayı Bileşimi,6,0.3,-0.49,0.32,11,7,0.636,13,1.18,184.2,16.7,1,11.0,6,dusuk,False
P20,T14,Numbers-in-Numbers,Sayı Bileşimi,9,0.9,-0.49,0.7,12,4,0.333,13,1.08,237.8,19.8,0,,6,dusuk,False
P20,T15,Somut Toplama (≤5),Toplama-Çıkarma,4,-0.5,-0.49,0.1,8,5,0.625,7,0.88,113.5,14.2,1,8.0,6,dusuk,False
P20,T16,Üzerine Sayarak Topl.,Toplama-Çıkarma,7,0.4,-0.49,0.7,12,4,0.333,10,0.83,181.5,15.1,0,,6,dusuk,False
P20,T17,10'a Tamamla,Toplama-Çıkarma,10,1.1,-0.49,0.7,12,4,0.333,14,1.17,246.0,20.5,0,,6,dusuk,False
P20,T18,Onluk Birimleme,Basamak Değeri,16,1.5,-0.49,0.7,12,4,0.333,15,1.25,273.9,22.8,0,,6,dusuk,False
P21,T01,Birebir Eşleme,Sayma,4,-1.6,-1.36,-0.84,8,5,0.625,6,0.75,104.8,13.1,1,8.0,6,dusuk,True
P21,T02,5'e Kadar Sayma,Sayma,5,-1.2,-1.36,-0.69,10,6,0.6,6,0.6,123.8,12.4,1,10.0,6,dusuk,True
P21,T03,10'a Kadar Sayma,Sayma,6,-0.8,-1.36,-0.84,12,11,0.917,18,1.5,217.1,18.1,1,12.0,6,dusuk,True
P21,T04,Kardinal İlke,Sayma,7,-0.5,-1.36,-0.76,8,4,0.5,6,0.75,128.4,16.1,1,8.0,6,dusuk,True
P21,T05,Geri Sayma (10→1),Sayma,9,0.0,-1.36,-0.32,12,4,0.333,14,1.17,230.7,19.2,0,,6,dusuk,True
P21,T06,Algısal Sanbil (1-4),Sanbil,5,-0.9,-1.36,-0.62,10,5,0.5,7,0.7,141.8,14.2,1,10.0,6,dusuk,True
P21,T07,5'lik Çerçeve,Sanbil,6,-0.4,-1.36,-0.39,12,5,0.417,13,1.08,209.7,17.5,0,,6,dusuk,True
P21,T08,Kavramsal Sanbil (10),Sanbil,8,0.2,-1.36,-0.17,12,2,0.167,9,0.75,231.5,19.3,0,,6,dusuk,True
P21,T09,Az-Çok-Eşit,Karşılaştırma,7,-0.6,-1.36,-0.47,12,6,0.5,13,1.08,204.1,17.0,0,,6,dusuk,True
P21,T10,Sıralama (1-10),Karşılaştırma,12,0.5,-1.36,-0.32,12,4,0.333,17,1.42,266.6,22.2,0,,6,dusuk,True
P21,T11,Sayı Doğrusu Konum,Karşılaştırma,15,1.2,-1.36,-0.24,12,3,0.25,16,1.33,311.3,25.9,0,,6,dusuk,True
P21,T12,5'in Parça-Bütünü,Sayı Bileşimi,4,-0.7,-1.36,-0.62,12,8,0.667,10,0.83,180.3,15.0,0,,6,dusuk,True
P21,T13,10'un Arkadaşları,Sayı Bileşimi,6,0.3,-1.36,-0.91,6,3,0.5,5,0.83,130.7,21.8,1,6.0,6,dusuk,True
P21,T14,Numbers-in-Numbers,Sayı Bileşimi,9,0.9,-1.36,-0.8,5,0,0.0,10,2.0,142.3,28.5,0,,6,dusuk,True
P21,T15,Somut Toplama (≤5),Toplama-Çıkarma,4,-0.5,-1.36,-0.47,12,6,0.5,10,0.83,193.0,16.1,0,,6,dusuk,True
P21,T16,Üzerine Sayarak Topl.,Toplama-Çıkarma,7,0.4,-1.36,-0.69,6,0,0.0,11,1.83,160.0,26.7,0,,6,dusuk,True
P21,T17,10'a Tamamla,Toplama-Çıkarma,10,1.1,-1.36,-0.32,12,4,0.333,11,0.92,301.7,25.1,0,,6,dusuk,True
P21,T18,Onluk Birimleme,Basamak Değeri,16,1.5,-1.36,-0.24,12,3,0.25,16,1.33,341.6,28.5,0,,6,dusuk,True
P22,T01,Birebir Eşleme,Sayma,4,-1.6,-1.19,-0.92,6,5,0.833,2,0.33,69.3,11.5,1,6.0,6,dusuk,True
P22,T02,5'e Kadar Sayma,Sayma,5,-1.2,-1.19,-0.63,9,5,0.556,7,0.78,124.7,13.9,1,9.0,6,dusuk,True
P22,T03,10'a Kadar Sayma,Sayma,6,-0.8,-1.19,-0.26,12,4,0.333,10,0.83,156.3,13.0,0,,6,dusuk,True
P22,T04,Kardinal İlke,Sayma,7,-0.5,-1.19,-0.53,12,8,0.667,11,0.92,187.5,15.6,1,12.0,6,dusuk,True
P22,T05,Geri Sayma (10→1),Sayma,9,0.0,-1.19,-0.46,12,7,0.583,17,1.42,232.2,19.4,0,,6,dusuk,True
P22,T06,Algısal Sanbil (1-4),Sanbil,5,-0.9,-1.19,-0.69,9,6,0.667,5,0.56,117.4,13.0,1,9.0,6,dusuk,True
P22,T07,5'lik Çerçeve,Sanbil,6,-0.4,-1.19,-0.39,12,6,0.5,10,0.83,169.6,14.1,0,,6,dusuk,True
P22,T08,Kavramsal Sanbil (10),Sanbil,8,0.2,-1.19,-0.33,12,5,0.417,13,1.08,220.8,18.4,0,,6,dusuk,True
P22,T09,Az-Çok-Eşit,Karşılaştırma,7,-0.6,-1.19,-0.39,12,6,0.5,13,1.08,180.1,15.0,0,,6,dusuk,True
P22,T10,Sıralama (1-10),Karşılaştırma,12,0.5,-1.19,-0.26,12,4,0.333,18,1.5,257.1,21.4,0,,6,dusuk,True
P22,T11,Sayı Doğrusu Konum,Karşılaştırma,15,1.2,-1.19,-0.19,12,3,0.25,15,1.25,290.3,24.2,0,,6,dusuk,True
P22,T12,5'in Parça-Bütünü,Sayı Bileşimi,4,-0.7,-1.19,-0.19,12,3,0.25,12,1.0,170.3,14.2,0,,6,dusuk,True
P22,T13,10'un Arkadaşları,Sayı Bileşimi,6,0.3,-1.19,-0.13,12,2,0.167,18,1.5,251.4,20.9,0,,6,dusuk,True
P22,T14,Numbers-in-Numbers,Sayı Bileşimi,9,0.9,-1.19,-0.59,6,0,0.0,9,1.5,149.1,24.8,0,,6,dusuk,True
P22,T15,Somut Toplama (≤5),Toplama-Çıkarma,4,-0.5,-1.19,-0.39,12,6,0.5,14,1.17,193.8,16.2,0,,6,dusuk,True
P22,T16,Üzerine Sayarak Topl.,Toplama-Çıkarma,7,0.4,-1.19,-0.26,12,4,0.333,14,1.17,225.7,18.8,0,,6,dusuk,True
P22,T17,10'a Tamamla,Toplama-Çıkarma,10,1.1,-1.19,-0.33,12,5,0.417,18,1.5,289.0,24.1,0,,6,dusuk,True
P22,T18,Onluk Birimleme,Basamak Değeri,16,1.5,-1.19,-0.69,5,0,0.0,7,1.4,130.2,26.0,0,,6,dusuk,True
P23,T01,Birebir Eşleme,Sayma,4,-1.6,0.39,0.57,3,3,1.0,0,0.0,31.6,10.5,1,3.0,6,tipik,False
P23,T02,5'e Kadar Sayma,Sayma,5,-1.2,0.39,0.75,6,6,1.0,5,0.83,86.0,14.3,1,6.0,6,tipik,False
P23,T03,10'a Kadar Sayma,Sayma,6,-0.8,0.39,1.06,7,5,0.714,0,0.0,66.0,9.4,1,7.0,6,tipik,False
P23,T04,Kardinal İlke,Sayma,7,-0.5,0.39,0.57,3,3,1.0,2,0.67,35.5,11.8,1,3.0,6,tipik,False
P23,T05,Geri Sayma (10→1),Sayma,9,0.0,0.39,0.57,3,3,1.0,1,0.33,37.0,12.3,1,3.0,6,tipik,False
P23,T06,Algısal Sanbil (1-4),Sanbil,5,-0.9,0.39,0.57,3,3,1.0,1,0.33,33.4,11.1,1,3.0,6,tipik,False
P23,T07,5'lik Çerçeve,Sanbil,6,-0.4,0.39,0.75,4,3,0.75,2,0.5,43.2,10.8,1,4.0,6,tipik,False
P23,T08,Kavramsal Sanbil (10),Sanbil,8,0.2,0.39,1.42,11,8,0.727,6,0.55,132.3,12.0,1,11.0,6,tipik,False
P23,T09,Az-Çok-Eşit,Karşılaştırma,7,-0.6,0.39,1.3,9,6,0.667,3,0.33,105.9,11.8,1,9.0,6,tipik,False
P23,T10,Sıralama (1-10),Karşılaştırma,12,0.5,0.39,1.73,12,7,0.583,8,0.67,140.4,11.7,0,,6,tipik,False
P23,T11,Sayı Doğrusu Konum,Karşılaştırma,15,1.2,0.39,1.55,11,7,0.636,12,1.09,163.7,14.9,1,11.0,6,tipik,False
P23,T12,5'in Parça-Bütünü,Sayı Bileşimi,4,-0.7,0.39,1.48,12,9,0.75,3,0.25,118.7,9.9,1,12.0,6,tipik,False
P23,T13,10'un Arkadaşları,Sayı Bileşimi,6,0.3,0.39,1.36,10,7,0.7,8,0.8,135.8,13.6,1,10.0,6,tipik,False
P23,T14,Numbers-in-Numbers,Sayı Bileşimi,9,0.9,0.39,1.24,8,5,0.625,7,0.88,115.7,14.5,1,8.0,6,tipik,False
P23,T15,Somut Toplama (≤5),Toplama-Çıkarma,4,-0.5,0.39,0.57,3,3,1.0,2,0.67,34.0,11.3,1,3.0,6,tipik,False
P23,T16,Üzerine Sayarak Topl.,Toplama-Çıkarma,7,0.4,0.39,1.42,9,5,0.556,7,0.78,119.7,13.3,1,9.0,6,tipik,False
P23,T17,10'a Tamamla,Toplama-Çıkarma,10,1.1,0.39,1.61,12,8,0.667,8,0.67,162.9,13.6,0,,6,tipik,False
P23,T18,Onluk Birimleme,Basamak Değeri,16,1.5,0.39,1.06,7,5,0.714,10,1.43,132.6,18.9,1,7.0,6,tipik,False
P24,T01,Birebir Eşleme,Sayma,4,-1.6,0.87,1.18,5,4,0.8,0,0.0,54.1,10.8,1,5.0,6,tipik,False
P24,T02,5'e Kadar Sayma,Sayma,5,-1.2,0.87,1.0,3,3,1.0,0,0.0,24.5,8.2,1,3.0,6,tipik,False
P24,T03,10'a Kadar Sayma,Sayma,6,-0.8,0.87,1.14,4,3,0.75,1,0.25,48.8,12.2,1,4.0,6,tipik,False
P24,T04,Kardinal İlke,Sayma,7,-0.5,0.87,1.0,3,3,1.0,2,0.67,41.0,13.7,1,3.0,6,tipik,False
P24,T05,Geri Sayma (10→1),Sayma,9,0.0,0.87,1.54,9,6,0.667,3,0.33,101.0,11.2,1,9.0,6,tipik,False
